"County"	"County Code"	"Deaths"	"Population"	"Crude Rate"	"Age Adjusted Rate"	"% of Total Deaths"
	"Franklin Parish, LA"	"22041"	4867	373766	1302.2	1074.0	0.0%
	"Grant Parish, LA"	"22043"	3690	377692	977.0	1013.0	0.0%
	"Iberia Parish, LA"	"22045"	12499	1319868	947.0	980.9	0.0%
	"Iberville Parish, LA"	"22047"	5700	598263	952.8	996.4	0.0%
	"Jackson Parish, LA"	"22049"	3523	285387	1234.5	981.1	0.0%
	"Jefferson Parish, LA"	"22051"	73555	7952510	924.9	870.5	0.2%
	"Jefferson Davis Parish, LA"	"22053"	6370	564736	1128.0	1028.0	0.0%
	"Lafayette Parish, LA"	"22055"	28084	3841486	731.1	858.6	0.1%
	"Lafourche Parish, LA"	"22057"	14365	1700828	844.6	868.2	0.0%
	"LaSalle Parish, LA"	"22059"	2997	263046	1139.3	1015.5	0.0%
	"Lincoln Parish, LA"	"22061"	6369	816151	780.4	834.9	0.0%
	"Livingston Parish, LA"	"22063"	15649	2116931	739.2	931.4	0.0%
	"Madison Parish, LA"	"22065"	2652	224906	1179.2	1216.5	0.0%
	"Morehouse Parish, LA"	"22067"	6788	515730	1316.2	1116.4	0.0%
	"Natchitoches Parish, LA"	"22069"	6899	705058	978.5	960.4	0.0%
	"Orleans Parish, LA"	"22071"	67807	7175365	945.0	976.2	0.2%
	"Ouachita Parish, LA"	"22073"	26032	2733732	952.3	972.5	0.1%
	"Plaquemines Parish, LA"	"22075"	3490	450089	775.4	901.1	0.0%
	"Pointe Coupee Parish, LA"	"22077"	4412	406249	1086.0	928.0	0.0%
	"Rapides Parish, LA"	"22079"	24415	2333914	1046.1	990.4	0.1%
	"Red River Parish, LA"	"22081"	1964	165194	1188.9	1057.6	0.0%
	"Richland Parish, LA"	"22083"	4396	373006	1178.5	1031.7	0.0%
	"Sabine Parish, LA"	"22085"	4869	430140	1132.0	927.7	0.0%
	"St. Bernard Parish, LA"	"22087"	8766	881137	994.9	1095.3	0.0%
	"St. Charles Parish, LA"	"22089"	6643	922699	720.0	875.1	0.0%
	"St. Helena Parish, LA"	"22091"	2046	193910	1055.1	985.9	0.0%
	"St. James Parish, LA"	"22093"	3437	389272	882.9	892.5	0.0%
	"St. John the Baptist Parish, LA"	"22095"	6476	806052	803.4	967.6	0.0%
	"St. Landry Parish, LA"	"22097"	16794	1523728	1102.2	1045.8	0.0%
	"St. Martin Parish, LA"	"22099"	7814	922522	847.0	928.4	0.0%
	"St. Mary Parish, LA"	"22101"	9488	964671	983.5	1001.6	0.0%
	"St. Tammany Parish, LA"	"22103"	32743	4022830	813.9	841.3	0.1%
	"Tangipahoa Parish, LA"	"22105"	19588	2069328	946.6	1049.8	0.0%
	"Tensas Parish, LA"	"22107"	1213	99466	1219.5	953.2	0.0%
	"Terrebonne Parish, LA"	"22109"	16688	1973630	845.5	950.3	0.0%
	"Union Parish, LA"	"22111"	4661	407917	1142.6	967.9	0.0%
	"Vermilion Parish, LA"	"22113"	9776	1024302	954.4	898.1	0.0%
	"Vernon Parish, LA"	"22115"	6465	929328	695.7	958.3	0.0%
	"Washington Parish, LA"	"22117"	10156	821563	1236.2	1107.1	0.0%
	"Webster Parish, LA"	"22119"	9543	739231	1290.9	1030.9	0.0%
	"West Baton Rouge Parish, LA"	"22121"	3353	417878	802.4	900.0	0.0%
	"West Carroll Parish, LA"	"22123"	2622	211864	1237.6	1002.4	0.0%
	"West Feliciana Parish, LA"	"22125"	1972	277265	711.2	807.9	0.0%
	"Winn Parish, LA"	"22127"	3362	280749	1197.5	1055.4	0.0%
	"Androscoggin County, ME"	"23001"	18829	1920640	980.4	832.5	0.0%
	"Aroostook County, ME"	"23003"	15182	1293446	1173.8	832.1	0.0%
	"Cumberland County, ME"	"23005"	43830	5016679	873.7	730.3	0.1%
	"Franklin County, ME"	"23007"	5272	544213	968.7	788.4	0.0%
	"Hancock County, ME"	"23009"	10094	966560	1044.3	758.5	0.0%
	"Kennebec County, ME"	"23011"	21771	2167410	1004.5	821.2	0.0%
	"Knox County, ME"	"23013"	7957	719414	1106.0	743.3	0.0%
	"Lincoln County, ME"	"23015"	7090	617947	1147.3	728.7	0.0%
	"Oxford County, ME"	"23017"	11090	1024098	1082.9	832.3	0.0%
	"Penobscot County, ME"	"23019"	25871	2713976	953.3	836.1	0.1%
	"Piscataquis County, ME"	"23021"	3976	311797	1275.2	869.6	0.0%
	"Sagadahoc County, ME"	"23023"	5871	638459	919.6	753.4	0.0%
	"Somerset County, ME"	"23025"	9679	927875	1043.1	857.5	0.0%
	"Waldo County, ME"	"23027"	6427	689059	932.7	784.8	0.0%
	"Washington County, ME"	"23029"	7656	593285	1290.4	915.2	0.0%
	"York County, ME"	"23031"	31247	3534485	884.1	734.9	0.1%
	"Allegany County, MD"	"24001"	16450	1334550	1232.6	888.3	0.0%
	"Anne Arundel County, MD"	"24003"	68871	9492358	725.5	784.6	0.2%
	"Baltimore County, MD"	"24005"	137862	14324819	962.4	783.8	0.3%
	"Calvert County, MD"	"24009"	10644	1540203	691.1	782.5	0.0%
	"Caroline County, MD"	"24011"	5757	572043	1006.4	924.1	0.0%
	"Carroll County, MD"	"24013"	24063	2943683	817.4	788.1	0.1%
	"Cecil County, MD"	"24015"	14482	1746033	829.4	898.1	0.0%
	"Charles County, MD"	"24017"	15670	2538135	617.4	801.4	0.0%
	"Dorchester County, MD"	"24019"	6847	572120	1196.8	896.9	0.0%
	"Frederick County, MD"	"24021"	27003	4051132	666.6	719.1	0.1%
	"Garrett County, MD"	"24023"	5469	539136	1014.4	794.0	0.0%
	"Harford County, MD"	"24025"	31908	4299453	742.1	780.5	0.1%
	"Howard County, MD"	"24027"	23958	5034959	475.8	602.5	0.1%
	"Kent County, MD"	"24029"	4544	355098	1279.6	796.0	0.0%
	"Montgomery County, MD"	"24031"	97165	17134120	567.1	534.3	0.2%
	"Prince George's County, MD"	"24033"	97581	15414895	633.0	814.6	0.2%
	"Queen Anne's County, MD"	"24035"	6618	823910	803.2	751.0	0.0%
	"St. Mary's County, MD"	"24037"	12001	1804166	665.2	788.2	0.0%
	"Somerset County, MD"	"24039"	4560	465121	980.4	904.8	0.0%
	"Talbot County, MD"	"24041"	7695	656601	1171.9	694.9	0.0%
	"Washington County, MD"	"24043"	24918	2577604	966.7	831.4	0.1%
	"Wicomico County, MD"	"24045"	15820	1704245	928.3	888.2	0.0%
	"Worcester County, MD"	"24047"	10410	902921	1152.9	761.9	0.0%
	"Baltimore city, MD"	"24510"	130226	11287141	1153.8	1150.8	0.3%
	"Barnstable County, MA"	"25001"	49970	3939219	1268.5	690.5	0.1%
	"Berkshire County, MA"	"25003"	27023	2367746	1141.3	746.8	0.1%
	"Bristol County, MA"	"25005"	91144	9840175	926.2	775.2	0.2%
	"Dukes County, MA"	"25007"	2430	290604	836.2	652.4	0.0%
	"Essex County, MA"	"25009"	115217	13369734	861.8	716.3	0.3%
	"Franklin County, MA"	"25011"	11917	1285702	926.9	725.9	0.0%
	"Hampden County, MA"	"25013"	80159	8327114	962.6	796.8	0.2%
	"Hampshire County, MA"	"25015"	21797	2826935	771.0	708.5	0.0%
	"Middlesex County, MA"	"25017"	200241	27001184	741.6	666.5	0.4%
	"Nantucket County, MA"	"25019"	1169	180740	646.8	669.0	0.0%
	"Norfolk County, MA"	"25021"	100727	12005975	839.0	673.0	0.2%
	"Plymouth County, MA"	"25023"	74465	8842359	842.1	763.8	0.2%
	"Suffolk County, MA"	"25025"	89302	12951627	689.5	760.0	0.2%
	"Worcester County, MA"	"25027"	121515	14188803	856.4	766.2	0.3%
	"Alcona County, MI"	"26001"	3133	200307	1564.1	849.1	0.0%
	"Alger County, MI"	"26003"	2052	172971	1186.3	782.2	0.0%
	"Allegan County, MI"	"26005"	15961	1992706	801.0	791.0	0.0%
	"Alpena County, MI"	"26007"	6373	540662	1178.7	819.6	0.0%
	"Antrim County, MI"	"26009"	4449	424987	1046.9	721.6	0.0%
	"Arenac County, MI"	"26011"	3560	294914	1207.1	884.9	0.0%
	"Baraga County, MI"	"26013"	1871	158192	1182.7	862.0	0.0%
	"Barry County, MI"	"26015"	8929	1059426	842.8	786.5	0.0%
	"Bay County, MI"	"26017"	20528	1947208	1054.2	818.0	0.0%
	"Benzie County, MI"	"26019"	3323	310580	1069.9	739.9	0.0%
	"Berrien County, MI"	"26021"	29768	2843161	1047.0	840.4	0.1%
	"Branch County, MI"	"26023"	7760	816557	950.3	851.2	0.0%
	"Calhoun County, MI"	"26025"	25938	2464428	1052.5	900.4	0.1%
	"Cass County, MI"	"26027"	8903	935048	952.1	806.5	0.0%
	"Charlevoix County, MI"	"26029"	4605	472757	974.1	733.6	0.0%
	"Cheboygan County, MI"	"26031"	5317	475545	1118.1	765.4	0.0%
	"Chippewa County, MI"	"26033"	5894	696666	846.0	778.4	0.0%
	"Clare County, MI"	"26035"	7029	560223	1254.7	949.7	0.0%
	"Clinton County, MI"	"26037"	9220	1307481	705.2	690.4	0.0%
	"Crawford County, MI"	"26039"	2850	256027	1113.2	830.2	0.0%
	"Delta County, MI"	"26041"	7482	674690	1109.0	759.4	0.0%
	"Dickinson County, MI"	"26043"	5639	478863	1177.6	765.0	0.0%
	"Eaton County, MI"	"26045"	15843	1930505	820.7	759.6	0.0%
	"Emmet County, MI"	"26047"	5592	587023	952.6	723.3	0.0%
	"Genesee County, MI"	"26049"	74033	7729286	957.8	915.8	0.2%
	"Gladwin County, MI"	"26051"	5773	468647	1231.8	855.9	0.0%
	"Gogebic County, MI"	"26053"	4234	297580	1422.8	803.5	0.0%
	"Grand Traverse County, MI"	"26055"	13152	1535616	856.5	703.9	0.0%
	"Gratiot County, MI"	"26057"	7812	758731	1029.6	841.5	0.0%
	"Hillsdale County, MI"	"26059"	7963	840669	947.2	819.8	0.0%
	"Houghton County, MI"	"26061"	6758	652339	1036.0	828.7	0.0%
	"Huron County, MI"	"26063"	8088	609588	1326.8	828.9	0.0%
	"Ingham County, MI"	"26065"	35455	5082966	697.5	796.2	0.1%
	"Ionia County, MI"	"26067"	8592	1149248	747.6	831.0	0.0%
	"Iosco County, MI"	"26069"	7014	473954	1479.9	884.4	0.0%
	"Iron County, MI"	"26071"	3590	218457	1643.3	798.1	0.0%
	"Isabella County, MI"	"26073"	7738	1227235	630.5	797.7	0.0%
	"Jackson County, MI"	"26075"	27791	2888454	962.1	851.4	0.1%
	"Kalamazoo County, MI"	"26077"	35494	4469131	794.2	781.4	0.1%
	"Kalkaska County, MI"	"26079"	3005	309397	971.2	884.8	0.0%
	"Kent County, MI"	"26081"	76618	10830183	707.4	742.0	0.2%
	"Keweenaw County, MI"	"26083"	413	39202	1053.5	688.5	0.0%
	"Lake County, MI"	"26085"	2700	206816	1305.5	895.1	0.0%
	"Lapeer County, MI"	"26087"	12670	1607001	788.4	825.4	0.0%
	"Leelanau County, MI"	"26089"	3595	389476	923.0	565.1	0.0%
	"Lenawee County, MI"	"26091"	16678	1798013	927.6	817.2	0.0%
	"Livingston County, MI"	"26093"	20882	3184712	655.7	729.7	0.0%
	"Luce County, MI"	"26095"	1341	120998	1108.3	847.6	0.0%
	"Mackinac County, MI"	"26097"	2470	204720	1206.5	796.9	0.0%
	"Macomb County, MI"	"26099"	139192	14978284	929.3	804.6	0.3%
	"Manistee County, MI"	"26101"	5268	445580	1182.3	802.1	0.0%
	"Marquette County, MI"	"26103"	11365	1192286	953.2	800.2	0.0%
	"Mason County, MI"	"26105"	5832	515862	1130.5	803.1	0.0%
	"Mecosta County, MI"	"26107"	6353	764287	831.2	786.1	0.0%
	"Menominee County, MI"	"26109"	4850	438599	1105.8	751.6	0.0%
	"Midland County, MI"	"26111"	12101	1504429	804.4	700.1	0.0%
	"Missaukee County, MI"	"26113"	2644	268341	985.3	803.7	0.0%
	"Monroe County, MI"	"26115"	23342	2705118	862.9	822.3	0.1%
	"Montcalm County, MI"	"26117"	10191	1132461	899.9	844.6	0.0%
	"Montmorency County, MI"	"26119"	2771	177972	1557.0	891.6	0.0%
	"Muskegon County, MI"	"26121"	29256	3097755	944.4	864.2	0.1%
	"Newaygo County, MI"	"26123"	8102	873421	927.6	831.5	0.0%
	"Oakland County, MI"	"26125"	170912	21782881	784.6	729.0	0.4%
	"Oceana County, MI"	"26127"	4516	482284	936.4	789.5	0.0%
	"Ogemaw County, MI"	"26129"	5336	389366	1370.4	946.9	0.0%
	"Ontonagon County, MI"	"26131"	1935	125944	1536.4	869.7	0.0%
	"Osceola County, MI"	"26133"	4098	422901	969.0	833.8	0.0%
	"Oscoda County, MI"	"26135"	2118	160408	1320.4	878.1	0.0%
	"Otsego County, MI"	"26137"	4130	435470	948.4	787.4	0.0%
	"Ottawa County, MI"	"26139"	29178	4677603	623.8	646.5	0.1%
	"Presque Isle County, MI"	"26141"	3322	246380	1348.3	752.0	0.0%
	"Roscommon County, MI"	"26143"	6861	447923	1531.7	902.5	0.0%
	"Saginaw County, MI"	"26145"	36786	3650613	1007.7	847.2	0.1%
	"St. Clair County, MI"	"26147"	28398	2953800	961.4	857.5	0.1%
	"St. Joseph County, MI"	"26149"	10936	1110940	984.4	864.4	0.0%
	"Sanilac County, MI"	"26151"	8440	784598	1075.7	832.8	0.0%
	"Schoolcraft County, MI"	"26153"	1992	154777	1287.0	830.5	0.0%
	"Shiawassee County, MI"	"26155"	11853	1277901	927.5	853.3	0.0%
	"Tuscola County, MI"	"26157"	9918	1015639	976.5	832.0	0.0%
	"Van Buren County, MI"	"26159"	12658	1371779	922.7	862.9	0.0%
	"Washtenaw County, MI"	"26161"	35526	6179200	574.9	691.7	0.1%
	"Wayne County, MI"	"26163"	338116	34147363	990.2	959.4	0.8%
	"Wexford County, MI"	"26165"	5780	578183	999.7	846.9	0.0%
	"Aitkin County, MN"	"27001"	3510	285635	1228.8	708.6	0.0%
	"Anoka County, MN"	"27003"	29161	5829890	500.2	657.6	0.1%
	"Becker County, MN"	"27005"	5963	576524	1034.3	781.0	0.0%
	"Beltrami County, MN"	"27007"	6501	778970	834.6	796.6	0.0%
	"Benton County, MN"	"27009"	5738	677406	847.1	779.9	0.0%
	"Big Stone County, MN"	"27011"	1472	96846	1519.9	750.4	0.0%
	"Blue Earth County, MN"	"27013"	8142	1109065	734.1	684.8	0.0%
	"Brown County, MN"	"27015"	5138	469924	1093.4	665.2	0.0%
	"Carlton County, MN"	"27017"	6275	617403	1016.4	821.7	0.0%
	"Carver County, MN"	"27019"	6959	1550033	449.0	591.4	0.0%
	"Cass County, MN"	"27021"	5396	509066	1060.0	780.3	0.0%
	"Chippewa County, MN"	"27023"	2677	224586	1192.0	688.5	0.0%
	"Chisago County, MN"	"27025"	6189	904808	684.0	727.1	0.0%
	"Clay County, MN"	"27027"	7546	1017284	741.8	694.5	0.0%
	"Clearwater County, MN"	"27029"	1785	154616	1154.5	809.2	0.0%
	"Cook County, MN"	"27031"	844	93374	903.9	605.1	0.0%
	"Cottonwood County, MN"	"27033"	2671	212961	1254.2	659.0	0.0%
	"Crow Wing County, MN"	"27035"	10437	1087092	960.1	701.0	0.0%
	"Dakota County, MN"	"27037"	36120	6994845	516.4	631.5	0.1%
	"Dodge County, MN"	"27039"	2363	350209	674.7	641.2	0.0%
	"Douglas County, MN"	"27041"	6453	636053	1014.5	651.3	0.0%
	"Faribault County, MN"	"27043"	3562	269885	1319.8	707.8	0.0%
	"Fillmore County, MN"	"27045"	4295	378341	1135.2	677.4	0.0%
	"Freeborn County, MN"	"27047"	6519	567251	1149.2	702.1	0.0%
	"Goodhue County, MN"	"27049"	8170	821434	994.6	708.8	0.0%
	"Grant County, MN"	"27051"	1446	109862	1316.2	722.4	0.0%
	"Hennepin County, MN"	"27053"	142512	20721321	687.8	680.6	0.3%
	"Houston County, MN"	"27055"	3242	346875	934.6	635.2	0.0%
	"Hubbard County, MN"	"27057"	3305	356656	926.7	656.4	0.0%
	"Isanti County, MN"	"27059"	4769	653401	729.9	709.8	0.0%
	"Itasca County, MN"	"27061"	8757	804441	1088.6	771.9	0.0%
	"Jackson County, MN"	"27063"	2084	189617	1099.1	633.5	0.0%
	"Kanabec County, MN"	"27065"	2493	286401	870.5	733.6	0.0%
	"Kandiyohi County, MN"	"27067"	6654	753304	883.3	652.1	0.0%
	"Kittson County, MN"	"27069"	1268	85423	1484.4	765.6	0.0%
	"Koochiching County, MN"	"27071"	2841	243921	1164.7	774.1	0.0%
	"Lac qui Parle County, MN"	"27073"	1803	133570	1349.9	658.0	0.0%
	"Lake County, MN"	"27075"	2464	196580	1253.4	747.9	0.0%
	"Lake of the Woods County, MN"	"27077"	825	75263	1096.2	740.0	0.0%
	"Le Sueur County, MN"	"27079"	3844	487084	789.2	674.8	0.0%
	"Lincoln County, MN"	"27081"	1619	108436	1493.0	700.5	0.0%
	"Lyon County, MN"	"27083"	4058	458929	884.2	693.5	0.0%
	"McLeod County, MN"	"27085"	5523	648096	852.2	661.3	0.0%
	"Mahnomen County, MN"	"27087"	1033	96211	1073.7	855.2	0.0%
	"Marshall County, MN"	"27089"	1559	174467	893.6	585.5	0.0%
	"Martin County, MN"	"27091"	4418	375835	1175.5	662.1	0.0%
	"Meeker County, MN"	"27093"	4020	415978	966.4	700.1	0.0%
	"Mille Lacs County, MN"	"27095"	4802	450267	1066.5	826.3	0.0%
	"Morrison County, MN"	"27097"	5517	588093	938.1	716.0	0.0%
	"Mower County, MN"	"27099"	7112	700430	1015.4	649.9	0.0%
	"Murray County, MN"	"27101"	1811	158403	1143.3	636.3	0.0%
	"Nicollet County, MN"	"27103"	3618	573446	630.9	617.8	0.0%
	"Nobles County, MN"	"27105"	3322	380373	873.4	614.9	0.0%
	"Norman County, MN"	"27107"	1768	125265	1411.4	803.4	0.0%
	"Olmsted County, MN"	"27109"	15830	2504485	632.1	596.4	0.0%
	"Otter Tail County, MN"	"27111"	11715	1034232	1132.7	697.5	0.0%
	"Pennington County, MN"	"27113"	2499	249236	1002.7	734.0	0.0%
	"Pine County, MN"	"27115"	4607	514174	896.0	744.0	0.0%
	"Pipestone County, MN"	"27117"	2195	172054	1275.8	717.5	0.0%
	"Polk County, MN"	"27119"	6393	563879	1133.8	788.0	0.0%
	"Pope County, MN"	"27121"	2504	199426	1255.6	700.0	0.0%
	"Ramsey County, MN"	"27123"	70660	9236818	765.0	728.5	0.2%
	"Red Lake County, MN"	"27125"	756	74634	1012.9	731.1	0.0%
	"Redwood County, MN"	"27127"	3549	290006	1223.8	728.3	0.0%
	"Renville County, MN"	"27129"	3658	288491	1268.0	771.7	0.0%
	"Rice County, MN"	"27131"	7964	1115140	714.2	685.7	0.0%
	"Rock County, MN"	"27133"	2222	172975	1284.6	752.1	0.0%
	"Roseau County, MN"	"27135"	2426	286478	846.8	709.7	0.0%
	"St. Louis County, MN"	"27137"	37992	3599857	1055.4	785.2	0.1%
	"Scott County, MN"	"27139"	9148	2171258	421.3	649.8	0.0%
	"Sherburne County, MN"	"27141"	7735	1479642	522.8	712.1	0.0%
	"Sibley County, MN"	"27143"	2604	273055	953.7	690.8	0.0%
	"Stearns County, MN"	"27145"	15522	2616330	593.3	604.6	0.0%
	"Steele County, MN"	"27147"	5045	642234	785.5	639.4	0.0%
	"Stevens County, MN"	"27149"	1522	176885	860.4	580.9	0.0%
	"Swift County, MN"	"27151"	2099	184553	1137.3	665.5	0.0%
	"Todd County, MN"	"27153"	3902	442087	882.6	673.9	0.0%
	"Traverse County, MN"	"27155"	992	66607	1489.3	679.4	0.0%
	"Wabasha County, MN"	"27157"	3335	388778	857.8	638.4	0.0%
	"Wadena County, MN"	"27159"	3461	247583	1397.9	837.8	0.0%
	"Waseca County, MN"	"27161"	3010	346106	869.7	663.5	0.0%
	"Washington County, MN"	"27163"	22059	4112985	536.3	639.6	0.0%
	"Watonwan County, MN"	"27165"	2189	204288	1071.5	676.1	0.0%
	"Wilkin County, MN"	"27167"	1388	121034	1146.8	792.6	0.0%
	"Winona County, MN"	"27169"	7316	914575	799.9	691.2	0.0%
	"Wright County, MN"	"27171"	11387	2070121	550.1	683.6	0.0%
	"Yellow Medicine County, MN"	"27173"	2238	189887	1178.6	685.0	0.0%
	"Adams County, MS"	"28001"	7438	590035	1260.6	1036.8	0.0%
	"Alcorn County, MS"	"28003"	7946	652113	1218.5	1043.3	0.0%
	"Amite County, MS"	"28005"	2699	237476	1136.5	885.0	0.0%
	"Attala County, MS"	"28007"	4930	348942	1412.8	1070.7	0.0%
	"Benton County, MS"	"28009"	1720	150493	1142.9	978.2	0.0%
	"Bolivar County, MS"	"28011"	7602	648648	1172.0	1200.9	0.0%
	"Calhoun County, MS"	"28013"	3285	267890	1226.2	965.3	0.0%
	"Carroll County, MS"	"28015"	1894	189324	1000.4	821.5	0.0%
	"Chickasaw County, MS"	"28017"	3412	325652	1047.7	947.8	0.0%
	"Choctaw County, MS"	"28019"	1704	159393	1069.1	840.3	0.0%
	"Claiborne County, MS"	"28021"	1898	184227	1030.3	1058.3	0.0%
	"Clarke County, MS"	"28023"	3624	303861	1192.7	1004.3	0.0%
	"Clay County, MS"	"28025"	4024	377541	1065.8	935.4	0.0%
	"Coahoma County, MS"	"28027"	5725	490043	1168.3	1172.5	0.0%
	"Copiah County, MS"	"28029"	5515	523308	1053.9	992.8	0.0%
	"Covington County, MS"	"28031"	4290	350853	1222.7	1093.3	0.0%
	"DeSoto County, MS"	"28033"	18556	2626087	706.6	887.3	0.0%
	"Forrest County, MS"	"28035"	12929	1332496	970.3	1035.1	0.0%
	"Franklin County, MS"	"28037"	1692	145421	1163.5	952.8	0.0%
	"George County, MS"	"28039"	4115	388259	1059.9	1164.4	0.0%
	"Greene County, MS"	"28041"	2204	246746	893.2	1007.8	0.0%
	"Grenada County, MS"	"28043"	5190	399001	1300.7	1133.6	0.0%
	"Hancock County, MS"	"28045"	7905	801329	986.5	903.0	0.0%
	"Harrison County, MS"	"28047"	32049	3438345	932.1	997.9	0.1%
	"Hinds County, MS"	"28049"	37656	4442255	847.7	912.6	0.1%
	"Holmes County, MS"	"28051"	4144	355889	1164.4	1152.8	0.0%
	"Humphreys County, MS"	"28053"	2029	176145	1151.9	1130.8	0.0%
	"Issaquena County, MS"	"28055"	236	29995	786.8	838.1	0.0%
	"Itawamba County, MS"	"28057"	4958	417858	1186.5	1037.1	0.0%
	"Jackson County, MS"	"28059"	21924	2466943	888.7	963.0	0.0%
	"Jasper County, MS"	"28061"	3396	312218	1087.7	938.8	0.0%
	"Jefferson County, MS"	"28063"	1532	149315	1026.0	1005.9	0.0%
	"Jefferson Davis County, MS"	"28065"	2724	228558	1191.8	995.7	0.0%
	"Jones County, MS"	"28067"	12900	1200640	1074.4	986.6	0.0%
	"Kemper County, MS"	"28069"	1855	187442	989.6	812.7	0.0%
	"Lafayette County, MS"	"28071"	6175	820464	752.6	904.2	0.0%
	"Lamar County, MS"	"28073"	6353	913503	695.5	818.1	0.0%
	"Lauderdale County, MS"	"28075"	16303	1420206	1147.9	1011.6	0.0%
	"Lawrence County, MS"	"28077"	2617	233014	1123.1	1056.3	0.0%
	"Leake County, MS"	"28079"	4519	408958	1105.0	1042.4	0.0%
	"Lee County, MS"	"28081"	15101	1455851	1037.3	1021.1	0.0%
	"Leflore County, MS"	"28083"	6852	602489	1137.3	1138.2	0.0%
	"Lincoln County, MS"	"28085"	7134	614756	1160.5	1043.1	0.0%
	"Lowndes County, MS"	"28087"	9922	1079405	919.2	903.8	0.0%
	"Madison County, MS"	"28089"	17228	1615827	1066.2	1153.3	0.0%
	"Marion County, MS"	"28091"	6052	468376	1292.1	1125.5	0.0%
	"Marshall County, MS"	"28093"	6836	650359	1051.1	1061.6	0.0%
	"Monroe County, MS"	"28095"	7330	667717	1097.8	933.0	0.0%
	"Montgomery County, MS"	"28097"	2612	201161	1298.5	1009.3	0.0%
	"Neshoba County, MS"	"28099"	6081	526247	1155.5	1070.1	0.0%
	"Newton County, MS"	"28101"	4463	390357	1143.3	984.5	0.0%
	"Noxubee County, MS"	"28103"	2115	211599	999.5	924.6	0.0%
	"Oktibbeha County, MS"	"28105"	5165	829668	622.5	828.0	0.0%
	"Panola County, MS"	"28107"	6736	621315	1084.2	1081.2	0.0%
	"Pearl River County, MS"	"28109"	10020	958002	1045.9	993.9	0.0%
	"Perry County, MS"	"28111"	2313	219354	1054.5	1039.4	0.0%
	"Pike County, MS"	"28113"	8590	712961	1204.8	1079.1	0.0%
	"Pontotoc County, MS"	"28115"	4665	524461	889.5	846.2	0.0%
	"Prentiss County, MS"	"28117"	4764	457794	1040.6	900.8	0.0%
	"Quitman County, MS"	"28119"	1987	157392	1262.5	1176.3	0.0%
	"Rankin County, MS"	"28121"	16896	2425247	696.7	779.6	0.0%
	"Scott County, MS"	"28123"	4992	507678	983.3	965.7	0.0%
	"Sharkey County, MS"	"28125"	1147	97348	1178.2	1055.8	0.0%
	"Simpson County, MS"	"28127"	5384	493875	1090.2	1011.3	0.0%
	"Smith County, MS"	"28129"	3176	292523	1085.7	980.2	0.0%
	"Stone County, MS"	"28131"	2953	292147	1010.8	1088.0	0.0%
	"Sunflower County, MS"	"28133"	5702	552287	1032.4	1158.7	0.0%
	"Tallahatchie County, MS"	"28135"	2687	271161	990.9	985.0	0.0%
	"Tate County, MS"	"28137"	4742	492950	962.0	988.1	0.0%
	"Tippah County, MS"	"28139"	4631	389978	1187.5	1074.0	0.0%
	"Tishomingo County, MS"	"28141"	4868	348660	1396.2	1093.8	0.0%
	"Tunica County, MS"	"28143"	1882	185097	1016.8	1231.8	0.0%
	"Union County, MS"	"28145"	4900	481826	1017.0	907.4	0.0%
	"Walthall County, MS"	"28147"	3174	272842	1163.3	983.1	0.0%
	"Warren County, MS"	"28149"	9303	876467	1061.4	1042.2	0.0%
	"Washington County, MS"	"28151"	11216	975130	1150.2	1158.4	0.0%
	"Wayne County, MS"	"28153"	3802	376241	1010.5	974.5	0.0%
	"Webster County, MS"	"28155"	2591	181590	1426.8	1171.0	0.0%
	"Wilkinson County, MS"	"28157"	2305	177880	1295.8	1150.3	0.0%
	"Winston County, MS"	"28159"	4064	347751	1168.7	952.6	0.0%
	"Yalobusha County, MS"	"28161"	2957	230055	1285.3	1055.7	0.0%
	"Yazoo County, MS"	"28163"	5151	504606	1020.8	1027.9	0.0%
	"Adair County, MO"	"29001"	3926	454690	863.4	844.2	0.0%
	"Andrew County, MO"	"29003"	3004	304532	986.4	791.6	0.0%
	"Atchison County, MO"	"29005"	1511	105471	1432.6	842.1	0.0%
	"Audrain County, MO"	"29007"	5385	463654	1161.4	871.5	0.0%
	"Barry County, MO"	"29009"	7116	633529	1123.2	902.8	0.0%
	"Barton County, MO"	"29011"	2486	225271	1103.6	821.9	0.0%
	"Bates County, MO"	"29013"	3745	303439	1234.2	904.4	0.0%
	"Benton County, MO"	"29015"	4859	332148	1462.9	919.2	0.0%
	"Bollinger County, MO"	"29017"	2359	221911	1063.0	904.7	0.0%
	"Boone County, MO"	"29019"	16700	2805204	595.3	730.6	0.0%
